x,y,label,family,sampled_index,source
-36.296326,-46.072826,0,Benign,646,X_mixed
55.325768,-0.673402,0,Benign,652,X_mixed
46.669823,-72.182472,0,Benign,679,X_mixed
57.489178,-5.516165,0,Benign,736,X_mixed
71.002846,-37.148460,0,Benign,756,X_mixed
71.002647,-37.147869,0,Benign,759,X_mixed
-24.419573,-7.100383,0,Benign,778,X_mixed
-34.169479,-78.443123,0,Benign,801,X_mixed
-34.167240,-78.447029,0,Benign,808,X_mixed
55.608410,2.824174,0,Benign,830,X_mixed
71.139717,-46.234653,0,Benign,845,X_mixed
-60.446243,-18.628967,0,Benign,854,X_mixed
14.157631,9.472011,0,Benign,869,X_mixed
1.451405,0.796720,0,Benign,877,X_mixed
-24.388758,-7.081861,0,Benign,882,X_mixed
-39.284531,-44.463818,0,Benign,884,X_mixed
-37.812656,-26.047592,0,Benign,904,X_mixed
-11.880038,-60.666996,0,Benign,919,X_mixed
-24.375996,-7.077074,0,Benign,928,X_mixed
44.158531,-16.365791,0,Benign,936,X_mixed
53.441269,3.135033,0,Benign,964,X_mixed
53.248829,3.292282,0,Benign,971,X_mixed
1.976766,14.276266,0,Benign,992,X_mixed
70.135757,-47.590172,0,Benign,1003,X_mixed
52.703594,3.378454,0,Benign,1014,X_mixed
52.678772,3.390451,0,Benign,1015,X_mixed
69.743622,-48.286484,0,Benign,1025,X_mixed
69.731583,-48.288963,0,Benign,1049,X_mixed
-10.476349,-112.784988,0,Benign,1096,X_mixed
-28.628057,-36.958008,0,Benign,1100,X_mixed
-7.220730,4.657309,0,Benign,1110,X_mixed
70.170471,-47.179821,0,Benign,1145,X_mixed
70.165329,-47.181446,0,Benign,1147,X_mixed
22.961044,-78.764587,0,Benign,1173,X_mixed
-51.634411,-25.211071,0,Benign,1186,X_mixed
52.651073,3.563376,0,Benign,1205,X_mixed
52.531128,3.459457,0,Benign,1259,X_mixed
-32.300724,-54.357117,0,Benign,1275,X_mixed
10.955390,21.864986,0,Benign,1276,X_mixed
-54.685741,-42.499538,0,Benign,1279,X_mixed
-33.396328,-37.124889,0,Benign,1299,X_mixed
-20.857460,-66.158180,0,Benign,1347,X_mixed
-24.339502,-7.069516,0,Benign,1364,X_mixed
68.380035,-50.923218,0,Benign,1390,X_mixed
-36.621422,-28.211489,0,Benign,1399,X_mixed
-39.449062,-43.586296,0,Benign,1413,X_mixed
-14.039917,3.749945,0,Benign,1416,X_mixed
-53.306404,-47.087040,0,Benign,1424,X_mixed
24.513420,-21.039589,0,Benign,1426,X_mixed
49.002983,3.876571,0,Benign,1441,X_mixed
48.867043,3.768067,0,Benign,1466,X_mixed
48.816193,3.757514,0,Benign,1475,X_mixed
-44.717655,-22.325705,0,Benign,1507,X_mixed
67.939949,-51.368183,0,Benign,1582,X_mixed
48.800018,3.658676,0,Benign,1597,X_mixed
50.729534,-39.173595,0,Benign,1630,X_mixed
67.804001,-51.199947,0,Benign,1635,X_mixed
24.468695,-42.845531,0,Benign,1636,X_mixed
46.832920,-18.821959,0,Benign,1653,X_mixed
55.996845,-20.770218,0,Benign,1666,X_mixed
56.469715,-20.612087,0,Benign,1687,X_mixed
-24.275246,-7.032069,0,Benign,1725,X_mixed
17.643608,-16.307116,0,Benign,1728,X_mixed
55.947643,-24.401619,0,Benign,1732,X_mixed
48.852219,3.633694,0,Benign,1736,X_mixed
55.912678,-24.588387,0,Benign,1746,X_mixed
48.760365,3.645359,0,Benign,1751,X_mixed
48.742180,3.646221,0,Benign,1753,X_mixed
67.923279,-51.497150,0,Benign,1785,X_mixed
-61.398254,-54.182205,0,Benign,1805,X_mixed
55.302349,-25.616152,0,Benign,1815,X_mixed
55.202896,-25.634258,0,Benign,1831,X_mixed
55.765785,-28.192347,0,Benign,1847,X_mixed
-33.960106,-78.540848,0,Benign,1851,X_mixed
55.058510,-25.592337,0,Benign,1862,X_mixed
48.645790,3.644452,0,Benign,1875,X_mixed
-1.446823,-107.821785,0,Benign,1881,X_mixed
55.597458,-28.630539,0,Benign,1894,X_mixed
67.225235,-50.393566,0,Benign,1924,X_mixed
55.524403,-29.018650,0,Benign,1944,X_mixed
-24.251438,-7.022127,0,Benign,1962,X_mixed
-59.873547,-80.159721,0,Benign,2015,X_mixed
48.724159,3.624112,0,Benign,2027,X_mixed
52.879986,-21.735071,0,Benign,2073,X_mixed
52.853363,-21.788143,0,Benign,2096,X_mixed
56.193859,-31.050158,0,Benign,2131,X_mixed
-41.241135,-41.136364,0,Benign,2141,X_mixed
48.986305,3.601184,0,Benign,2147,X_mixed
48.868160,3.607345,0,Benign,2149,X_mixed
48.875538,3.588354,0,Benign,2157,X_mixed
-20.564653,-68.124229,0,Benign,2177,X_mixed
2.357065,35.006039,0,Benign,2242,X_mixed
45.484665,1.484258,0,Benign,2253,X_mixed
2.368467,35.002159,0,Benign,2264,X_mixed
56.180241,-32.500568,0,Benign,2311,X_mixed
56.177097,-32.507107,0,Benign,2314,X_mixed
45.525814,1.693746,0,Benign,2330,X_mixed
1.467679,0.764655,0,Benign,2338,X_mixed
-53.589970,-35.722225,0,Benign,2339,X_mixed
45.524483,1.718358,0,Benign,2369,X_mixed
67.886162,-51.576550,0,Benign,2399,X_mixed
67.886208,-51.575562,0,Benign,2410,X_mixed
54.992626,-32.444191,0,Benign,2436,X_mixed
48.685276,3.550946,0,Benign,2458,X_mixed
-5.573459,-92.285759,0,Benign,2463,X_mixed
48.697918,3.529776,0,Benign,2491,X_mixed
67.492134,-51.005367,0,Benign,2502,X_mixed
48.690552,3.514821,0,Benign,2524,X_mixed
48.680515,3.514813,0,Benign,2526,X_mixed
48.671371,3.515409,0,Benign,2531,X_mixed
2.407780,34.987717,0,Benign,2581,X_mixed
-32.949135,-36.790436,0,Benign,2583,X_mixed
24.776632,-14.729791,0,Benign,2586,X_mixed
-10.476565,-112.784676,0,Benign,2606,X_mixed
-50.666065,-92.704170,0,Benign,2618,X_mixed
1.696374,35.148399,0,Benign,2645,X_mixed
66.342880,-46.682076,0,Benign,2650,X_mixed
-10.476940,-112.784691,0,Benign,2681,X_mixed
50.599903,3.585602,0,Benign,2708,X_mixed
67.383705,-49.347458,0,Benign,2721,X_mixed
15.687210,-45.142365,0,Benign,2730,X_mixed
1.695612,35.148491,0,Benign,2736,X_mixed
5.131911,24.083040,0,Benign,2737,X_mixed
67.388298,-49.345482,0,Benign,2739,X_mixed
-35.658257,-33.995289,0,Benign,2755,X_mixed
-60.064751,-80.453568,0,Benign,2766,X_mixed
-41.651352,-11.478840,0,Benign,2767,X_mixed
1.695786,35.149372,0,Benign,2790,X_mixed
49.802353,3.600141,0,Benign,2798,X_mixed
-40.217369,-8.640495,0,Benign,2800,X_mixed
48.960011,3.576761,0,Benign,2811,X_mixed
67.910660,-51.554573,0,Benign,2839,X_mixed
67.896584,-51.538071,0,Benign,2849,X_mixed
67.895157,-51.537609,0,Benign,2856,X_mixed
-35.369770,-37.352718,0,Benign,2876,X_mixed
2.411834,34.986973,0,Benign,2891,X_mixed
-44.799179,-5.537502,0,Benign,2893,X_mixed
-40.496758,-8.447432,0,Benign,2912,X_mixed
-64.934189,-57.417747,0,Benign,2917,X_mixed
66.266953,-46.883987,0,Benign,2946,X_mixed
66.267204,-46.883949,0,Benign,2949,X_mixed
66.254929,-46.948399,0,Benign,2963,X_mixed
2.412193,34.987053,0,Benign,2966,X_mixed
-46.747910,-31.442936,0,Benign,2969,X_mixed
-0.881065,28.048277,0,Benign,2971,X_mixed
-2.079150,30.649273,0,Benign,2980,X_mixed
1.695841,35.150059,0,Benign,2987,X_mixed
50.060329,3.643571,0,Benign,3001,X_mixed
49.946575,3.636590,0,Benign,3002,X_mixed
59.611221,-5.492450,0,Benign,3051,X_mixed
72.002747,-30.166176,0,Benign,3065,X_mixed
71.990150,-30.338840,0,Benign,3069,X_mixed
71.896004,-30.991808,0,Benign,3100,X_mixed
71.896011,-30.991774,0,Benign,3109,X_mixed
27.348093,-78.250999,0,Benign,3113,X_mixed
61.395954,-7.417177,0,Benign,3125,X_mixed
60.138237,-6.265902,0,Benign,3167,X_mixed
59.928905,-6.063110,0,Benign,3168,X_mixed
59.707085,-5.826480,0,Benign,3171,X_mixed
1.696039,35.150696,0,Benign,3208,X_mixed
-23.107950,18.617752,0,Benign,3230,X_mixed
58.109535,-3.816140,0,Benign,3235,X_mixed
69.825279,-46.100571,0,Benign,3352,X_mixed
13.502276,-66.451653,0,Benign,3360,X_mixed
2.442740,34.902847,0,Benign,3398,X_mixed
-35.785603,-34.075188,0,Benign,3405,X_mixed
1.630765,35.033428,0,Benign,3407,X_mixed
51.752983,3.634837,0,Benign,3442,X_mixed
-41.728970,-15.064532,0,Benign,3449,X_mixed
-0.042910,-72.606262,0,Benign,3455,X_mixed
68.935684,-49.085495,0,Benign,3466,X_mixed
-1.145318,-92.898590,0,Benign,3481,X_mixed
1.630035,35.033543,0,Benign,3482,X_mixed
68.886604,-49.065220,0,Benign,3492,X_mixed
2.424661,34.912189,0,Benign,3506,X_mixed
51.360718,3.586592,0,Benign,3514,X_mixed
59.589485,-5.671346,0,Benign,3532,X_mixed
54.843040,-2.436475,0,Benign,3548,X_mixed
66.793213,-45.952461,0,Benign,3560,X_mixed
66.795341,-45.950676,0,Benign,3563,X_mixed
50.983994,3.428549,0,Benign,3599,X_mixed
50.981834,3.434250,0,Benign,3600,X_mixed
68.231529,-49.034115,0,Benign,3625,X_mixed
50.928734,3.466827,0,Benign,3646,X_mixed
68.210167,-49.125629,0,Benign,3684,X_mixed
-7.530342,-49.311634,0,Benign,3693,X_mixed
-38.514324,-25.690611,0,Benign,3706,X_mixed
24.797079,-100.147995,0,Benign,3715,X_mixed
22.782598,-78.999153,0,Benign,3723,X_mixed
66.065002,-11.885446,0,Benign,3739,X_mixed
65.880669,-11.817027,0,Benign,3741,X_mixed
72.058830,-28.340040,0,Benign,3759,X_mixed
72.058784,-28.339960,0,Benign,3771,X_mixed
59.703331,-5.834568,0,Benign,3797,X_mixed
71.916512,-30.600197,0,Benign,3812,X_mixed
-5.499333,-94.930626,0,Benign,3817,X_mixed
71.916466,-30.600681,0,Benign,3828,X_mixed
-35.771839,-34.073868,0,Benign,3851,X_mixed
-59.852623,-80.101311,0,Benign,3857,X_mixed
61.639771,-7.584049,0,Benign,3859,X_mixed
71.887978,-30.647703,0,Benign,3884,X_mixed
-68.218132,-56.225750,0,Benign,3895,X_mixed
1.591727,34.971863,0,Benign,3897,X_mixed
55.535793,-0.629482,0,Benign,3935,X_mixed
70.112595,-45.799145,0,Benign,3954,X_mixed
2.433453,34.876545,0,Benign,3968,X_mixed
66.961098,-11.559523,0,Benign,4016,X_mixed
66.887947,-11.531814,0,Benign,4039,X_mixed
66.815483,-11.501113,0,Benign,4055,X_mixed
-61.404350,-18.395985,0,Benign,4092,X_mixed
1.545107,34.903313,0,Benign,4097,X_mixed
71.911789,-26.014841,0,Benign,4099,X_mixed
1.545320,34.903446,0,Benign,4111,X_mixed
-8.552024,21.098507,0,Benign,4120,X_mixed
66.269943,-11.262552,0,Benign,4122,X_mixed
71.672325,-26.155045,0,Benign,4138,X_mixed
-26.499769,-5.760502,0,Benign,4158,X_mixed
-10.140278,13.073683,0,Benign,4160,X_mixed
1.021967,17.560917,0,Benign,4161,X_mixed
66.409874,-3.388466,0,Benign,4194,X_mixed
66.382866,-3.360063,0,Benign,4199,X_mixed
77.200790,-35.962612,0,Benign,4202,X_mixed
77.200630,-35.962624,0,Benign,4205,X_mixed
77.200623,-35.962517,0,Benign,4208,X_mixed
-64.846565,-57.405567,0,Benign,4225,X_mixed
-7.089432,4.507815,0,Benign,4234,X_mixed
66.244843,-3.229358,0,Benign,4249,X_mixed
77.185616,-36.397827,0,Benign,4265,X_mixed
-59.846596,-80.085556,0,Benign,4276,X_mixed
-0.060368,-72.639053,0,Benign,4292,X_mixed
-23.627672,-68.042061,0,Benign,4309,X_mixed
-36.311501,-52.444576,0,Benign,4315,X_mixed
65.854195,-2.898156,0,Benign,4321,X_mixed
77.089081,-37.195194,0,Benign,4338,X_mixed
77.089134,-37.195198,0,Benign,4344,X_mixed
64.724876,-2.861403,0,Benign,4382,X_mixed
64.694626,-2.621988,0,Benign,4387,X_mixed
76.939301,-37.744637,0,Benign,4388,X_mixed
76.939217,-37.744587,0,Benign,4389,X_mixed
-36.052162,-76.207817,0,Benign,4412,X_mixed
76.838196,-38.173340,0,Benign,4464,X_mixed
76.838074,-38.173576,0,Benign,4467,X_mixed
76.832481,-38.221420,0,Benign,4477,X_mixed
-8.445460,20.857309,0,Benign,4486,X_mixed
64.541931,-0.459453,0,Benign,4512,X_mixed
64.539261,-0.351702,0,Benign,4514,X_mixed
63.866745,-0.702940,0,Benign,4523,X_mixed
63.131428,-0.749144,0,Benign,4561,X_mixed
63.118893,-0.688891,0,Benign,4566,X_mixed
63.105923,-0.632529,0,Benign,4568,X_mixed
-46.614544,-44.856880,0,Benign,4573,X_mixed
63.076176,-0.541385,0,Benign,4579,X_mixed
75.761887,-39.941792,0,Benign,4614,X_mixed
-28.524338,-37.231361,0,Benign,4690,X_mixed
-8.452843,20.847790,0,Benign,4702,X_mixed
62.769421,2.388626,0,Benign,4732,X_mixed
62.689537,2.566535,0,Benign,4735,X_mixed
62.760876,-0.683496,0,Benign,4738,X_mixed
62.806351,-0.499698,0,Benign,4748,X_mixed
75.521477,-39.995590,0,Benign,4760,X_mixed
-23.301897,-21.298222,0,Benign,4783,X_mixed
60.926517,-8.380800,0,Benign,4859,X_mixed
60.600239,-8.428663,0,Benign,4862,X_mixed
70.248024,-32.205097,0,Benign,4869,X_mixed
70.247215,-32.206276,0,Benign,4876,X_mixed
-1.305648,-92.819931,0,Benign,4885,X_mixed
-8.458343,20.843060,0,Benign,4902,X_mixed
-32.927113,-37.136833,0,Benign,4908,X_mixed
14.237995,9.566919,0,Benign,4911,X_mixed
63.147812,-0.453089,0,Benign,4941,X_mixed
63.034058,0.897062,0,Benign,4957,X_mixed
-38.724941,-19.744553,0,Benign,4982,X_mixed
76.075371,-41.439316,0,Benign,4983,X_mixed
-20.562017,-66.395180,0,Benign,5008,X_mixed
-36.527485,-34.181664,0,Benign,5043,X_mixed
-23.068779,18.694849,0,Benign,5098,X_mixed
62.082809,3.689127,0,Benign,5112,X_mixed
49.883678,-75.705681,0,Benign,5124,X_mixed
61.515488,4.503534,0,Benign,5142,X_mixed
61.448586,4.613321,0,Benign,5151,X_mixed
75.789490,-45.136528,0,Benign,5168,X_mixed
61.379093,4.727735,0,Benign,5171,X_mixed
27.456612,-78.299561,0,Benign,5179,X_mixed
61.122665,4.520732,0,Benign,5189,X_mixed
61.126415,4.538769,0,Benign,5192,X_mixed
61.127102,4.589207,0,Benign,5197,X_mixed
75.347794,-45.120991,0,Benign,5211,X_mixed
75.347939,-45.121220,0,Benign,5220,X_mixed
0.858595,17.577936,0,Benign,5254,X_mixed
-8.470829,20.839329,0,Benign,5255,X_mixed
74.016869,-44.559483,0,Benign,5264,X_mixed
-40.411423,-40.253777,0,Benign,5288,X_mixed
59.921638,3.887014,0,Benign,5308,X_mixed
60.382442,4.191543,0,Benign,5313,X_mixed
-2.779122,30.536657,0,Benign,5323,X_mixed
41.511791,-23.370697,0,Benign,5324,X_mixed
39.402000,-21.241484,0,Benign,5335,X_mixed
70.371643,-39.098747,0,Benign,5338,X_mixed
11.022590,21.805122,0,Benign,5339,X_mixed
-33.321671,-37.878727,0,Benign,5356,X_mixed
-8.474656,20.839392,0,Benign,5357,X_mixed
-10.478287,-112.784973,0,Benign,5370,X_mixed
-53.617283,-35.726330,0,Benign,5373,X_mixed
-23.710325,-44.952095,0,Benign,5402,X_mixed
-40.022621,0.392190,0,Benign,5444,X_mixed
61.010494,4.578164,0,Benign,5494,X_mixed
61.050308,4.816599,0,Benign,5502,X_mixed
75.037651,-45.481773,0,Benign,5528,X_mixed
-35.784321,-34.068523,0,Benign,5584,X_mixed
73.602646,-44.617085,0,Benign,5593,X_mixed
-32.700138,-53.993858,0,Benign,5612,X_mixed
59.917336,4.162321,0,Benign,5632,X_mixed
60.712612,5.028254,0,Benign,5647,X_mixed
60.711811,5.050395,0,Benign,5648,X_mixed
73.209122,-44.384987,0,Benign,5665,X_mixed
73.362602,-44.611717,0,Benign,5670,X_mixed
73.671532,-45.074253,0,Benign,5694,X_mixed
73.999573,-45.651428,0,Benign,5748,X_mixed
-59.754681,-56.796616,0,Benign,5752,X_mixed
73.998672,-45.650375,0,Benign,5754,X_mixed
0.845118,17.572838,0,Benign,5782,X_mixed
0.845001,17.572453,0,Benign,5796,X_mixed
-40.607777,-40.387180,0,Benign,5812,X_mixed
1.511473,0.680107,0,Benign,5815,X_mixed
23.373259,-25.570616,0,Benign,5839,X_mixed
70.596992,-33.545937,0,Benign,5859,X_mixed
0.844660,17.571518,0,Benign,5882,X_mixed
-8.488506,20.829777,0,Benign,5883,X_mixed
57.538792,-5.422690,0,Benign,5895,X_mixed
58.149181,2.836585,0,Benign,5913,X_mixed
72.947151,-45.152428,0,Benign,5929,X_mixed
64.595833,-76.018204,0,Benign,5948,X_mixed
-44.244453,-51.874695,0,Benign,5965,X_mixed
-76.112503,-69.256371,0,Benign,5976,X_mixed
11.031466,21.796921,0,Benign,5979,X_mixed
59.999153,-82.141335,0,Benign,5982,X_mixed
-23.044956,18.737347,0,Benign,5988,X_mixed
-41.314247,-47.680584,0,Benign,5993,X_mixed
58.230850,2.331854,0,Benign,6007,X_mixed
49.891384,-75.714058,0,Benign,6009,X_mixed
73.127457,-44.989780,0,Benign,6040,X_mixed
11.049823,-59.484875,0,Benign,6053,X_mixed
-35.015678,-37.439793,0,Benign,6075,X_mixed
58.161797,2.171923,0,Benign,6131,X_mixed
-33.319489,-33.853848,0,Benign,6137,X_mixed
2.292535,20.024302,0,Benign,6143,X_mixed
72.460777,-44.065891,0,Benign,6154,X_mixed
-1.187500,18.545130,0,Benign,6155,X_mixed
-40.492374,-40.328354,0,Benign,6167,X_mixed
-39.459679,-43.752636,0,Benign,6171,X_mixed
-60.157482,-80.547684,0,Benign,6181,X_mixed
-23.039751,18.748892,0,Benign,6205,X_mixed
-21.132099,-66.414619,0,Benign,6214,X_mixed
59.611950,-81.385483,0,Benign,6222,X_mixed
-38.885845,-19.771345,0,Benign,6316,X_mixed
37.554779,-12.774331,0,Benign,6349,X_mixed
24.801983,-100.221390,0,Benign,6376,X_mixed
-0.106770,-72.736938,0,Benign,6383,X_mixed
9.406497,-74.536018,0,Benign,6384,X_mixed
-43.117153,0.758910,0,Benign,6400,X_mixed
59.724403,-77.502464,0,Benign,6434,X_mixed
17.658787,-43.869263,0,Benign,6451,X_mixed
7.340095,5.482421,0,Benign,6455,X_mixed
-66.976440,-57.095318,0,Benign,6457,X_mixed
59.005558,-80.235374,0,Benign,6461,X_mixed
59.681488,-77.548584,0,Benign,6470,X_mixed
12.032839,-61.532196,0,Benign,6484,X_mixed
59.647938,-77.575920,0,Benign,6490,X_mixed
58.974094,-80.202682,0,Benign,6491,X_mixed
59.638874,-77.587120,0,Benign,6494,X_mixed
-50.567879,-18.369509,0,Benign,6503,X_mixed
1.918962,18.615202,0,Benign,6536,X_mixed
26.547380,-73.880592,0,Benign,6539,X_mixed
-38.121696,-10.240060,0,Benign,6546,X_mixed
-23.115566,-21.286564,0,Benign,6551,X_mixed
-38.140396,-10.150111,0,Benign,6555,X_mixed
-38.164581,-10.064525,0,Benign,6569,X_mixed
-23.116976,-21.407497,0,Benign,6577,X_mixed
58.944817,-80.179123,0,Benign,6611,X_mixed
-29.091835,-41.397057,0,Benign,6615,X_mixed
-35.219421,-65.208481,0,Benign,6617,X_mixed
-38.465408,-9.517502,0,Benign,6656,X_mixed
23.886789,-70.035721,0,Benign,6687,X_mixed
58.915672,-80.164558,0,Benign,6738,X_mixed
21.373318,-45.085903,0,Benign,6742,X_mixed
-36.470776,-45.543446,0,Benign,6769,X_mixed
-36.647549,-45.253338,0,Benign,6772,X_mixed
47.688278,-38.556461,0,Benign,6781,X_mixed
-32.634109,-37.436661,0,Benign,6803,X_mixed
-36.124634,-34.931511,0,Benign,6805,X_mixed
58.903553,-80.157425,0,Benign,6808,X_mixed
16.454641,-45.868004,0,Benign,6816,X_mixed
58.902260,-80.156853,0,Benign,6818,X_mixed
-59.784225,-79.947456,0,Benign,6836,X_mixed
49.896606,-75.726479,0,Benign,6837,X_mixed
59.501156,-77.717140,0,Benign,6848,X_mixed
59.501347,-77.719261,0,Benign,6855,X_mixed
-35.909534,-34.412350,0,Benign,6900,X_mixed
11.051587,21.777035,0,Benign,6907,X_mixed
2.076476,18.536255,0,Benign,6921,X_mixed
2.064201,14.355947,0,Benign,6922,X_mixed
27.570393,-78.365746,0,Benign,6937,X_mixed
-0.129176,-72.783829,0,Benign,6938,X_mixed
59.465939,-77.751495,0,Benign,6949,X_mixed
59.459328,-77.760345,0,Benign,6968,X_mixed
15.838704,-45.832706,0,Benign,6987,X_mixed
59.451122,-77.768997,0,Benign,6992,X_mixed
-20.659092,-108.633667,0,Benign,7003,X_mixed
-16.204231,-111.623016,0,Benign,7012,X_mixed
-36.020088,-34.688927,0,Benign,7014,X_mixed
-1.192674,-107.710945,0,Benign,7017,X_mixed
58.869122,-80.146667,0,Benign,7059,X_mixed
58.867859,-80.146446,0,Benign,7068,X_mixed
18.797438,-43.832649,0,Benign,7084,X_mixed
34.434605,-15.786604,0,Benign,7107,X_mixed
34.256474,-15.790531,0,Benign,7108,X_mixed
-43.137581,0.737747,0,Benign,7123,X_mixed
11.055861,21.771536,0,Benign,7130,X_mixed
-33.838852,-39.270756,0,Benign,7136,X_mixed
49.916084,-75.747520,0,Benign,7153,X_mixed
59.417770,-77.799767,0,Benign,7174,X_mixed
58.854027,-80.141747,0,Benign,7189,X_mixed
-62.456787,-47.847752,0,Benign,7190,X_mixed
-39.497417,-43.552795,0,Benign,7239,X_mixed
-24.152071,-106.508141,0,Benign,7245,X_mixed
-40.202045,-28.651035,0,Benign,7247,X_mixed
-59.091457,-37.203030,0,Benign,7252,X_mixed
49.897278,-75.735977,0,Benign,7261,X_mixed
-61.278355,-20.859041,0,Benign,7298,X_mixed
59.394520,-77.835121,0,Benign,7315,X_mixed
27.723984,-12.724784,0,Benign,7321,X_mixed
27.727291,-12.727912,0,Benign,7323,X_mixed
-23.478849,-104.948738,0,Benign,7325,X_mixed
58.844551,-80.138641,0,Benign,7339,X_mixed
-0.243956,32.292953,0,Benign,7344,X_mixed
-2.288399,30.188065,0,Benign,7360,X_mixed
59.383698,-77.849113,0,Benign,7397,X_mixed
39.594677,-25.521780,0,Benign,7416,X_mixed
55.522564,-2.058916,0,Benign,7484,X_mixed
54.141632,-2.129979,0,Benign,7547,X_mixed
53.817554,-1.649381,0,Benign,7558,X_mixed
53.698132,-1.486947,0,Benign,7560,X_mixed
53.361980,-1.067463,0,Benign,7566,X_mixed
53.165127,-0.804833,0,Benign,7571,X_mixed
53.837025,-2.281077,0,Benign,7647,X_mixed
53.898624,-2.478502,0,Benign,7655,X_mixed
66.040611,-39.187668,0,Benign,7656,X_mixed
66.045792,-39.236553,0,Benign,7666,X_mixed
66.050148,-39.238327,0,Benign,7667,X_mixed
66.109665,-39.324596,0,Benign,7689,X_mixed
66.149513,-39.449131,0,Benign,7709,X_mixed
53.489685,-1.279331,0,Benign,7726,X_mixed
53.467171,-1.211542,0,Benign,7727,X_mixed
53.277603,-0.703283,0,Benign,7743,X_mixed
53.223770,-0.552504,0,Benign,7748,X_mixed
53.113464,-0.258645,0,Benign,7759,X_mixed
53.023479,-0.000818,0,Benign,7768,X_mixed
53.270004,-0.598801,0,Benign,7776,X_mixed
67.970398,-45.143513,0,Benign,7791,X_mixed
53.215580,-0.521537,0,Benign,7793,X_mixed
53.167049,-0.356060,0,Benign,7804,X_mixed
68.021835,-45.343235,0,Benign,7806,X_mixed
68.066429,-45.493370,0,Benign,7821,X_mixed
52.882015,0.509831,0,Benign,7869,X_mixed
52.854893,0.607006,0,Benign,7872,X_mixed
52.825989,0.699748,0,Benign,7875,X_mixed
52.723461,1.002265,0,Benign,7901,X_mixed
52.614231,1.326215,0,Benign,7916,X_mixed
52.558693,1.494715,0,Benign,7929,X_mixed
68.551590,-47.310616,0,Benign,7939,X_mixed
68.547920,-47.308258,0,Benign,7944,X_mixed
68.546959,-47.306870,0,Benign,7946,X_mixed
68.541489,-47.302101,0,Benign,7952,X_mixed
58.834610,-80.133507,0,Benign,7958,X_mixed
68.537064,-47.299259,0,Benign,7968,X_mixed
68.537712,-47.299931,0,Benign,7970,X_mixed
68.536819,-47.299168,0,Benign,7972,X_mixed
68.535942,-47.298618,0,Benign,7973,X_mixed
-41.748283,-15.143808,0,Benign,7984,X_mixed
23.450022,-25.562984,0,Benign,8002,X_mixed
59.372623,-77.829666,0,Benign,8016,X_mixed
52.398838,2.171454,0,Benign,8026,X_mixed
52.349007,2.319530,0,Benign,8039,X_mixed
52.366432,2.185591,0,Benign,8047,X_mixed
68.604126,-47.609531,0,Benign,8070,X_mixed
52.292168,2.309965,0,Benign,8081,X_mixed
52.278786,2.334695,0,Benign,8088,X_mixed
52.265331,2.354842,0,Benign,8091,X_mixed
32.282089,-1.127661,0,Benign,8104,X_mixed
68.568260,-47.667759,0,Benign,8113,X_mixed
68.567032,-47.665882,0,Benign,8114,X_mixed
