packet_index,eval_index,label,rmse,tanh_rmse
61200,6200,0,0.026040488,0.026034604
61300,6300,0,0.015830872,0.01582955
61400,6400,0,0.013670833,0.013669982
61500,6500,0,0.015464084,0.015462851
61600,6600,0,0.016997469,0.016995833
61700,6700,0,0.021912665,0.021909159
61800,6800,0,0.014312618,0.014311641
61900,6900,0,0.018432769,0.018430682
62000,7000,0,0.015638078,0.015636803
62100,7100,0,0.017358454,0.017356711
62200,7200,0,0.020220666,0.02021791
62300,7300,0,0.01729921,0.017297485
62400,7400,0,0.02410818,0.024103511
62500,7500,0,0.020869393,0.020866364
62600,7600,0,0.018311635,0.018309589
62700,7700,0,0.022477884,0.022474099
62800,7800,0,0.017602632,0.017600814
62900,7900,0,0.020335446,0.020332643
63000,8000,0,0.018630148,0.018627993
63100,8100,0,0.024674154,0.024669148
63200,8200,0,0.025956455,0.025950627
63300,8300,0,0.0181291,0.018127114
63400,8400,0,0.025768631,0.025762929
63500,8500,0,0.027720972,0.027713874
63600,8600,0,0.018174539,0.018172538
63700,8700,0,0.026585701,0.026579439
63800,8800,0,0.018250706,0.01824868
63900,8900,0,0.02764801,0.027640967
64000,9000,0,0.018403855,0.018401778
64100,9100,0,0.018795173,0.01879296
64200,9200,0,0.026887597,0.026881119
64300,9300,0,0.018330728,0.018328675
64400,9400,0,0.017192293,0.017190599
64500,9500,0,0.018320681,0.018318632
64600,9600,0,0.030540349,0.030530857
64700,9700,0,0.018473688,0.018471586
64800,9800,0,0.019344654,0.019342241
64900,9900,0,0.030022878,0.03001386
65000,10000,0,0.029115548,0.029107324
65100,10100,0,0.02232545,0.022321742
65200,10200,0,0.028273945,0.028266414
65300,10300,0,0.021493907,0.021490598
65400,10400,0,0.031510697,0.031500272
65500,10500,0,0.019732959,0.019730399
65600,10600,0,0.035456724,0.035441873
65700,10700,0,0.030152435,0.0301433
65800,10800,0,0.019322212,0.019319808
65900,10900,0,0.017637974,0.017636145
66000,11000,0,0.021443129,0.021439843
66100,11100,0,0.020749855,0.020746877
66200,11200,0,0.034566917,0.034553156
66300,11300,0,0.020154884,0.020152156
66400,11400,0,0.032139896,0.032128834
66500,11500,0,0.031761282,0.031750606
66600,11600,0,0.035250074,0.035235481
66700,11700,0,0.02367507,0.023670648
66800,11800,0,0.025319898,0.025314488
66900,11900,0,0.018501113,0.018499002
67000,12000,0,0.021462493,0.021459198
67100,12100,0,0.032348761,0.032337482
67200,12200,0,0.023190127,0.023185971
67300,12300,0,0.033131782,0.033119665
67400,12400,0,0.035587559,0.035572543
67500,12500,0,0.034620266,0.034606441
67600,12600,0,0.023228948,0.023224771
67700,12700,0,0.037419744,0.037402288
67800,12800,0,0.021866106,0.021862622
67900,12900,0,0.024134785,0.0241301
68000,13000,0,0.035913354,0.035897922
68100,13100,0,0.024799382,0.024794299
68200,13200,0,0.035630787,0.035615716
68300,13300,0,0.024736628,0.024731584
68400,13400,0,0.023167814,0.02316367
68500,13500,0,0.024824685,0.024819586
68600,13600,0,0.037331023,0.037313692
68700,13700,0,0.024690708,0.024685692
68800,13800,0,0.02557083,0.025565258
68900,13900,0,0.039333972,0.0393137
69000,14000,0,0.025163348,0.025158038
69100,14100,0,0.021236729,0.021233537
69200,14200,0,0.040277122,0.040255356
69300,14300,0,0.024350078,0.024345266
69400,14400,0,0.039027666,0.039007863
69500,14500,0,0.025695982,0.025690328
69600,14600,0,0.02699867,0.026992112
69700,14700,0,0.039497952,0.039477424
69800,14800,0,0.025506568,0.025501038
69900,14900,0,0.040729191,0.040706685
70000,15000,0,0.039754912,0.039733982
70100,15100,0,0.029758129,0.029749348
70200,15200,0,0.023046235,0.023042155
70300,15300,0,0.026985744,0.026979196
70400,15400,0,0.024786707,0.024781632
70500,15500,0,0.026173622,0.026167647
70600,15600,0,0.053362358,0.053311765
70700,15700,0,0.04338572,0.043358519
70800,15800,0,0.028158188,0.028150748
70900,15900,0,0.041636563,0.041612519
71000,16000,0,0.027457477,0.027450579
71100,16100,0,0.042052501,0.04202773
71200,16200,0,0.046123178,0.046090499
71300,16300,0,0.026520824,0.026514608
71400,16400,0,0.043305593,0.043278542
71500,16500,0,0.027838792,0.027831603
71600,16600,0,0.028448708,0.028441036
71700,16700,0,0.042965886,0.042939466
71800,16800,0,0.027643113,0.027636074
71900,16900,0,0.044580388,0.044550879
72000,17000,0,0.044369064,0.044339972
72100,17100,0,0.029960534,0.029951572
72200,17200,0,0.04407595,0.04404743
72300,17300,0,0.029493348,0.0294848
72400,17400,0,0.045831456,0.045799393
72500,17500,0,0.045594581,0.045563012
72600,17600,0,0.031705401,0.031694782
72700,17700,0,0.029573437,0.029564819
72800,17800,0,0.030105971,0.030096879
72900,17900,0,0.049794552,0.049753437
73000,18000,0,0.030718851,0.030709192
73100,18100,0,0.032443603,0.032432225
73200,18200,0,0.033194425,0.033182238
73300,18300,0,0.029038994,0.029030835
73400,18400,0,0.049934067,0.049892606
73500,18500,0,0.031808913,0.031798189
73600,18600,0,0.032348893,0.032337614
73700,18700,0,0.054324006,0.05427063
73800,18800,0,0.031415403,0.031405072
73900,18900,0,0.030218993,0.030209798
74000,19000,0,0.044418142,0.044388953
74100,19100,0,0.033121867,0.03310976
74200,19200,0,0.057284099,0.057221522
74300,19300,0,0.032591662,0.032580127
74400,19400,0,0.031843468,0.03183271
74500,19500,0,0.032294414,0.032283192
74600,19600,0,0.039497869,0.039477341
74700,19700,0,0.059943825,0.059872131
74800,19800,0,0.061895382,0.061816462
74900,19900,0,0.060959706,0.060884308
75000,20000,0,0.04323699,0.043210067
75100,20100,0,0.044083629,0.044055094
75200,20200,0,0.061876884,0.061798035
75300,20300,0,0.034349418,0.034335915
75400,20400,0,0.064326641,0.064238062
75500,20500,0,0.034246571,0.034233189
75600,20600,0,0.046339388,0.046306248
75700,20700,0,0.066026037,0.065930259
75800,20800,0,0.035251797,0.035237202
75900,20900,0,0.042998682,0.042972202
76000,21000,0,0.035033321,0.035018995
76100,21100,0,0.048957921,0.048918843
76200,21200,0,0.036057104,0.036041486
76300,21300,0,0.067526106,0.067423658
76400,21400,0,0.071819117,0.071695891
76500,21500,0,0.036286932,0.036271013
76600,21600,0,0.080960413,0.080783988
76700,21700,0,0.037019111,0.03700221
76800,21800,0,0.035186323,0.035171809
76900,21900,0,0.048711361,0.04867287
77000,22000,0,0.037168236,0.03715113
77100,22100,0,0.065451285,0.065357983
77200,22200,0,0.038657311,0.038638066
77300,22300,0,0.065019825,0.064928354
77400,22400,0,0.084162895,0.083964737
77500,22500,0,0.044396753,0.044367606
77600,22600,0,0.066510654,0.066412753
77700,22700,0,0.066537176,0.066439159
77800,22800,0,0.037578903,0.037561224
77900,22900,0,0.063484487,0.063399338
78000,23000,0,0.062359122,0.062278416
78100,23100,0,0.039024606,0.039004807
78200,23200,0,0.061865549,0.061786743
78300,23300,0,0.037850499,0.037832433
78400,23400,0,0.063452425,0.063367404
78500,23500,0,0.063047107,0.062963703
78600,23600,0,0.063588478,0.06350291
78700,23700,0,0.041267587,0.041244177
78800,23800,0,0.038304537,0.038285814
78900,23900,0,0.037431467,0.037413995
79000,24000,0,0.064576217,0.064486603
79100,24100,0,0.065914787,0.065819491
79200,24200,0,0.046271739,0.046238744
79300,24300,0,0.039244579,0.039224444
79400,24400,0,0.037883203,0.037865091
79500,24500,0,0.039669527,0.039648732
79600,24600,0,0.041454072,0.041430343
79700,24700,0,0.040695979,0.040673527
79800,24800,0,0.066414534,0.066317057
79900,24900,0,0.067339475,0.067237874
80000,25000,0,0.068468392,0.068361601
80100,25100,0,0.066806675,0.066707463
80200,25200,0,0.04492517,0.044894971
80300,25300,0,0.068440826,0.068334163
80400,25400,0,0.069344122,0.069233186
80500,25500,0,0.073902348,0.0737681
80600,25600,0,0.043627599,0.04359994
80700,25700,0,0.067578031,0.067475347
80800,25800,0,0.041598553,0.041574575
80900,25900,0,0.073076269,0.072946467
81000,26000,0,0.06998914,0.069875083
81100,26100,0,0.044061282,0.04403279
81200,26200,0,0.044896063,0.044865922
81300,26300,0,0.047045668,0.04701099
81400,26400,0,0.071849175,0.071725794
81500,26500,0,0.04618014,0.04614734
81600,26600,0,0.043868744,0.043840624
81700,26700,0,0.04906389,0.049024558
81800,26800,0,0.04310213,0.043075459
81900,26900,0,0.072313075,0.072187292
82000,27000,0,0.044239888,0.044211049
82100,27100,0,0.046669045,0.046635193
82200,27200,0,0.046586478,0.046552805
82300,27300,0,0.043982525,0.043954186
82400,27400,0,0.074437287,0.074300108
82500,27500,0,0.045083522,0.045053002
82600,27600,0,0.046366219,0.046333021
82700,27700,0,0.07430159,0.074165159
82800,27800,0,0.045433327,0.045402092
82900,27900,0,0.047416918,0.047381413
83000,28000,0,0.046272607,0.046239609
83100,28100,0,0.07678019,0.076629667
83200,28200,0,0.079427539,0.079260931
83300,28300,0,0.047359442,0.047324066
83400,28400,0,0.046035825,0.046003332
83500,28500,0,0.048084874,0.048047849
83600,28600,0,0.082011728,0.081828353
83700,28700,0,0.048549908,0.048511798
83800,28800,0,0.049699534,0.049658654
83900,28900,0,0.047335466,0.047300144
84000,29000,0,0.078877907,0.078714727
84100,29100,0,0.083651904,0.083457326
84200,29200,0,0.054124186,0.054071397
84300,29300,0,0.051491489,0.05144603
84400,29400,0,0.048233282,0.048195913
84500,29500,0,0.055236199,0.055180091
84600,29600,0,0.083002467,0.082812379
84700,29700,0,0.083593522,0.083399351
84800,29800,0,0.049229796,0.049190064
84900,29900,0,0.048037554,0.048000638
85000,30000,0,0.090963235,0.090713177
85100,30100,0,0.082805282,0.082616542
85200,30200,0,0.087856633,0.08763128
85300,30300,0,0.050209359,0.050167209
85400,30400,0,0.050601397,0.050558253
85500,30500,0,0.088228053,0.087999835
85600,30600,0,0.084719032,0.084516927
85700,30700,0,0.051277022,0.051232128
85800,30800,0,0.051005295,0.05096111
85900,30900,0,0.049652962,0.049612197
86000,31000,0,0.051713104,0.051667056
86100,31100,0,0.059481568,0.059411518
86200,31200,0,0.052397344,0.052349445
86300,31300,0,0.05460321,0.054549008
86400,31400,0,0.088336355,0.088107298
86500,31500,0,0.061898792,0.061819859
86600,31600,0,0.09643912,0.09614125
86700,31700,0,0.053170125,0.053120077
86800,31800,0,0.057794787,0.057730524
86900,31900,0,0.051261167,0.051216314
87000,32000,0,0.063331605,0.063247069
87100,32100,0,0.091119778,0.09086843
87200,32200,0,0.09191511,0.091657137
87300,32300,0,0.052955136,0.052905692
87400,32400,0,0.054278527,0.054225285
87500,32500,0,0.06579615,0.065701367
87600,32600,0,0.061722116,0.061643856
87700,32700,0,0.054727298,0.054672726
87800,32800,0,0.058728812,0.058661385
87900,32900,0,0.090781074,0.090532512
88000,33000,0,0.091265369,0.091012816
88100,33100,0,0.093010415,0.092743131
88200,33200,0,0.091657895,0.091402077
88300,33300,0,0.057489044,0.057425794
88400,33400,0,0.093435761,0.093164801
88500,33500,0,0.093448118,0.093177052
88600,33600,0,0.093434034,0.09316309
88700,33700,0,0.055966222,0.055907863
88800,33800,0,0.055712248,0.055654679
88900,33900,0,0.068308249,0.068202205
89000,34000,0,0.098575836,0.098257779
89100,34100,0,0.096968105,0.09666532
89200,34200,0,0.056512093,0.05645201
89300,34300,0,0.059115614,0.059046847
89400,34400,0,0.05629084,0.05623146
89500,34500,0,0.10022514,0.099890897
89600,34600,0,0.1005102,0.1001731
89700,34700,0,0.068979737,0.068870538
89800,34800,0,0.06117344,0.061097247
89900,34900,0,0.098287608,0.097972325
90000,35000,0,0.069027899,0.068918471
90100,35100,0,0.10065115,0.10031264
90200,35200,0,0.068179508,0.068074061
90300,35300,0,0.058104196,0.058038896
90400,35400,0,0.077070888,0.076918651
90500,35500,0,0.071690567,0.071568
90600,35600,0,0.099700297,0.09937126
90700,35700,0,0.10281845,0.10245766
90800,35800,0,0.058419496,0.058353128
90900,35900,0,0.058575941,0.058509039
91000,36000,0,0.073398554,0.073267029
91100,36100,0,0.10412423,0.10374956
91200,36200,0,0.059480453,0.059410406
91300,36300,0,0.059234387,0.059165206
91400,36400,0,0.058420425,0.058354054
91500,36500,0,0.075371702,0.075229299
91600,36600,0,0.076995136,0.076843347
91700,36700,0,0.10226173,0.10190675
91800,36800,0,0.059063996,0.058995409
91900,36900,0,0.10497682,0.10459289
92000,37000,0,0.06051641,0.060442643
92100,37100,0,0.061303647,0.061226967
92200,37200,0,0.10788146,0.10746488
92300,37300,0,0.060366363,0.060293143
92400,37400,0,0.10877409,0.10834711
92500,37500,0,0.062032419,0.061952974
92600,37600,0,0.06189847,0.061819538
92700,37700,0,0.11049062,0.11004318
92800,37800,0,0.060879071,0.060803971
92900,37900,0,0.060436309,0.060362834
93000,38000,0,0.079600109,0.079432413
93100,38100,0,0.11556291,0.1150512
93200,38200,0,0.11013342,0.10969028
93300,38300,0,0.06142456,0.061347425
93400,38400,0,0.062362054,0.062281337
93500,38500,0,0.091153614,0.090901986
93600,38600,0,0.11773169,0.11719074
93700,38700,0,0.063255937,0.063171703
93800,38800,0,0.062753195,0.062670951
93900,38900,0,0.06682408,0.066724791
94000,39000,0,0.063598359,0.063512751
94100,39100,0,0.079422558,0.07925598
94200,39200,0,0.10974645,0.10930795
94300,39300,0,0.063467601,0.06338252
94400,39400,0,0.062602437,0.062520784
94500,39500,0,0.083975752,0.083778911
94600,39600,0,0.064558468,0.064468929
94700,39700,0,0.079926947,0.079757182
94800,39800,0,0.063944064,0.063857054
94900,39900,0,0.11649529,0.11597114
95000,40000,0,0.065318401,0.065225666
95100,40100,0,0.12357631,0.12295108
95200,40200,0,0.065498768,0.065405263
95300,40300,0,0.10940711,0.10897266
95400,40400,0,0.064076606,0.063989055
95500,40500,0,0.075942934,0.075797274
95600,40600,0,0.10736045,0.10694985
95700,40700,0,0.06598922,0.065893601
95800,40800,0,0.066511631,0.066413726
95900,40900,0,0.065597294,0.065503367
96000,41000,0,0.11509331,0.11458779
96100,41100,0,0.10779566,0.10738007
96200,41200,0,0.067113023,0.067012441
96300,41300,0,0.066366529,0.066269263
96400,41400,0,0.067044291,0.066944018
96500,41500,0,0.067697865,0.067594635
96600,41600,0,0.11237872,0.11190803
96700,41700,0,0.0688226,0.068714145
96800,41800,0,0.067732143,0.067628756
96900,41900,0,0.065764259,0.065669614
97000,42000,0,0.10487688,0.10449405
97100,42100,0,0.10611675,0.10572021
97200,42200,0,0.076005762,0.075859741
97300,42300,0,0.07608886,0.07594236
97400,42400,0,0.075915189,0.075769689
97500,42500,0,0.11214652,0.11167873
97600,42600,0,0.11085148,0.11039965
97700,42700,0,0.10444929,0.1040711
97800,42800,0,0.11534254,0.11483375
97900,42900,0,0.07854861,0.078387462
98000,43000,0,0.069261045,0.069150506
98100,43100,0,0.074205543,0.074069639
98200,43200,0,0.089759319,0.089519038
98300,43300,0,0.089926366,0.089684744
98400,43400,0,0.11437797,0.11388179
98500,43500,0,0.06892267,0.068813742
98600,43600,0,0.11074648,0.11029593
98700,43700,0,0.10675065,0.10634699
98800,43800,0,0.074685763,0.074547207
98900,43900,0,0.074183891,0.074048106
99000,44000,0,0.10935267,0.10891886
99100,44100,0,0.070168392,0.070053458
99200,44200,0,0.064533418,0.064443983
99300,44300,0,0.08478778,0.084585184
99400,44400,0,0.10947219,0.10903697
99500,44500,0,0.10532917,0.10494137
99600,44600,0,0.071189666,0.071069647
99700,44700,0,0.07398253,0.073847846
99800,44800,0,0.10415863,0.10378358
99900,44900,0,0.070986207,0.070867213
100000,45000,0,0.10707826,0.10667089
100100,45100,0,0.071379057,0.071258078
100200,45200,0,0.10465965,0.10427918
100300,45300,0,0.089709919,0.089470034
100400,45400,0,0.10906871,0.10863826
100500,45500,0,0.11272892,0.11225382
100600,45600,0,0.072314573,0.072188782
100700,45700,0,0.07298138,0.072852082
100800,45800,0,0.073620762,0.073488041
100900,45900,0,0.070433325,0.070317086
101000,46000,0,0.10389781,0.10352556
101100,46100,0,0.056881552,0.056820285
101200,46200,0,0.07367837,0.073545338
101300,46300,0,0.07401929,0.073884405
101400,46400,0,0.11764914,0.11710932
101500,46500,0,0.071016141,0.070896996
101600,46600,0,0.073760392,0.073626916
101700,46700,0,0.10234941,0.10199352
101800,46800,0,0.073342134,0.073210912
101900,46900,0,0.076592883,0.076443457
102000,47000,0,0.10064308,0.10030465
102100,47100,0,0.10422435,0.1038486
102200,47200,0,0.10826062,0.10783964
102300,47300,0,0.075314804,0.075172723
102400,47400,0,0.074558174,0.074420326
102500,47500,0,0.075375521,0.075233097
102600,47600,0,0.10042027,0.10008407
102700,47700,0,0.0424874,0.042461852
102800,47800,0,0.075533476,0.075390156
102900,47900,0,0.1013176,0.10097233
103000,48000,0,0.10081379,0.10047363
103100,48100,0,0.10126386,0.10091914
103200,48200,0,0.07607818,0.075931742
103300,48300,0,0.076349365,0.076201357
103400,48400,0,0.10399804,0.10362472
103500,48500,0,0.075851155,0.075706022
103600,48600,0,0.076472848,0.076324122
103700,48700,0,0.10130885,0.10096367
103800,48800,0,0.081468184,0.081288425
103900,48900,0,0.041408317,0.041384666
104000,49000,0,0.076418415,0.076270007
104100,49100,0,0.046487281,0.046453822
104200,49200,0,0.10439498,0.10401739
104300,49300,0,0.097391943,0.09708518
104400,49400,0,0.041196888,0.041173597
104500,49500,0,0.077535413,0.077380412
104600,49600,0,0.046352452,0.046319284
104700,49700,0,0.042974789,0.042948353
104800,49800,0,0.1041893,0.10381393
104900,49900,0,0.079365343,0.079199125
105000,50000,0,0.041744474,0.041720243
105100,50100,0,0.10598113,0.10558611
105200,50200,0,0.10471614,0.10433505
105300,50300,0,0.10446794,0.10408956
105400,50400,0,0.041634522,0.041610481
105500,50500,0,0.10599242,0.10559728
105600,50600,0,0.10710261,0.10669495
105700,50700,0,0.12269511,0.1220831
105800,50800,0,0.12745411,0.12676842
105900,50900,0,0.043816525,0.043788506
106000,51000,0,0.079850427,0.079681147
106100,51100,0,0.079577564,0.079410011
106200,51200,0,0.10708962,0.10668211
106300,51300,0,0.043753736,0.043725837
106400,51400,0,0.081940668,0.081757769
106500,51500,0,0.080162251,0.079990984
106600,51600,0,0.047388464,0.047353023
106700,51700,0,0.063217222,0.063133142
106800,51800,0,0.056447094,0.056387219
106900,51900,0,0.080659804,0.080485334
107000,52000,0,0.10749674,0.10708459
107100,52100,0,0.11389662,0.11340665
107200,52200,0,0.1097676,0.10932886
107300,52300,0,0.046628225,0.046594461
107400,52400,0,0.10854089,0.10811664
107500,52500,0,0.081959873,0.081776845
107600,52600,0,0.10823888,0.10781815
107700,52700,0,0.10870682,0.10828063
107800,52800,0,0.11318026,0.11269946
107900,52900,0,0.082030102,0.081846604
108000,53000,0,0.049020708,0.04898148
108100,53100,0,0.10964007,0.10920284
108200,53200,0,0.10989958,0.10945925
108300,53300,0,0.11739512,0.11685878
108400,53400,0,0.082378717,0.082192874
108500,53500,0,0.1097881,0.10934911
108600,53600,0,0.082992012,0.082801995
108700,53700,0,0.10956674,0.10913039
108800,53800,0,0.045356294,0.045325217
108900,53900,0,0.091812356,0.091555245
109000,54000,0,0.048481161,0.048443213
109100,54100,0,0.11024987,0.10980533
109200,54200,0,0.11132651,0.11086887
109300,54300,0,0.047112463,0.047077637
109400,54400,0,0.08936047,0.089123371
109500,54500,0,0.084113831,0.083916018
109600,54600,0,0.11375496,0.11326682
109700,54700,0,0.11865989,0.11810609
109800,54800,0,0.092746794,0.092481771
109900,54900,0,0.11204305,0.11157655
110000,55000,0,0.084686447,0.084484575
110100,55100,0,0.11082986,0.11037829
110200,55200,0,0.11143152,0.11097259
110300,55300,0,0.11248046,0.11200849
110400,55400,0,0.09136048,0.091107139
110500,55500,0,0.085095595,0.084890789
110600,55600,0,0.11422558,0.11373138
110700,55700,0,0.11373149,0.11324365
110800,55800,0,0.11940804,0.11884374
110900,55900,0,0.065030533,0.064939017
111000,56000,0,0.056092956,0.056034199
111100,56100,0,0.086783034,0.086565825
111200,56200,0,0.052200361,0.052152999
111300,56300,0,0.046291944,0.046258906
111400,56400,0,0.085294463,0.08508822
111500,56500,0,0.049767057,0.049726011
111600,56600,0,0.11466356,0.11416367
111700,56700,0,0.11412057,0.11362773
111800,56800,0,0.11445407,0.1139569
111900,56900,0,0.11445176,0.11395462
112000,57000,0,0.11546962,0.11495915
112100,57100,0,0.11435365,0.11385779
112200,57200,0,0.11428551,0.11379053
112300,57300,0,0.11672359,0.11619637
112400,57400,0,0.11520846,0.11470143
112500,57500,0,0.1195327,0.11896664
112600,57600,0,0.11665986,0.1161335
112700,57700,0,0.047703728,0.047667575
112800,57800,0,0.087248182,0.087027469
112900,57900,0,0.11697627,0.11644563
113000,58000,0,0.051375427,0.051330274
113100,58100,0,0.087979502,0.087753204
113200,58200,0,0.11960355,0.11903648
113300,58300,0,0.11756897,0.11703025
113400,58400,0,0.087489625,0.087267078
113500,58500,0,0.11790951,0.11736611
113600,58600,0,0.08853167,0.088301094
113700,58700,0,0.12240601,0.12179831
113800,58800,0,0.11810793,0.1175618
113900,58900,0,0.093957444,0.093681932
114000,59000,0,0.1282392,0.12754082
114100,59100,0,0.12890412,0.12819487
114200,59200,0,0.12112082,0.12053199
114300,59300,0,0.11930463,0.11874179
114400,59400,0,0.088503744,0.088273385
114500,59500,0,0.089863077,0.089621963
114600,59600,0,0.064500768,0.064411468
114700,59700,0,0.12684703,0.12617105
114800,59800,0,0.13174401,0.13098706
114900,59900,0,0.12613624,0.12547151
115000,60000,0,0.1233163,0.12269499
115100,60100,0,0.12683137,0.12615563
115200,60200,0,0.12088416,0.12029876
115300,60300,0,0.12321112,0.12259139
115400,60400,0,0.090107577,0.089864494
115500,60500,0,0.12190594,0.12130562
115600,60600,0,0.062632514,0.062550743
115700,60700,0,0.12972468,0.12900186
115800,60800,0,0.1418473,0.14090354
115900,60900,0,0.12358744,0.12296204
116000,61000,0,0.091619494,0.091363997
116100,61100,0,0.062206007,0.062125894
116200,61200,0,0.12918813,0.12847419
116300,61300,0,0.10043608,0.10009972
116400,61400,0,0.065745387,0.065650824
116500,61500,0,0.09151887,0.091264211
116600,61600,0,0.150286,0.14916469
116700,61700,0,0.056626227,0.05656578
116800,61800,0,0.06475805,0.064667679
116900,61900,0,0.097001277,0.096698181
117000,62000,0,0.065991503,0.065895875
117100,62100,0,0.12295186,0.12233603
117200,62200,0,0.058834342,0.058766551
117300,62300,0,0.058670635,0.058603408
117400,62400,0,0.092593729,0.092330013
117500,62500,0,0.12451792,0.12387835
117600,62600,0,0.061289939,0.06121331
117700,62700,0,0.071737176,0.07161437
117800,62800,0,0.064739141,0.064648849
117900,62900,0,0.092467927,0.092205282
118000,63000,0,0.066381523,0.066284191
118100,63100,0,0.12733174,0.12664802
118200,63200,0,0.064804196,0.064713632
118300,63300,0,0.12664998,0.12597713
118400,63400,0,0.09301723,0.092749887
118500,63500,0,0.094189768,0.093912211
118600,63600,0,0.1300021,0.12927465
118700,63700,0,0.13678236,0.13593566
118800,63800,0,0.13124051,0.13049217
118900,63900,0,0.072876551,0.072747809
119000,64000,0,0.083198315,0.08300688
119100,64100,0,0.13338303,0.13259761
119200,64200,0,0.076126299,0.075979583
119300,64300,0,0.079526734,0.079359502
119400,64400,0,0.09417284,0.093895433
119500,64500,0,0.13798659,0.13711744
119600,64600,0,0.14921023,0.14811267
119700,64700,0,0.13222348,0.13145828
119800,64800,0,0.11812567,0.11757929
119900,64900,0,0.099716784,0.099387584
120000,65000,0,0.14424413,0.14325198
120100,65100,0,0.1576558,0.15636246
120200,65200,0,0.1420314,0.14108398
120300,65300,0,0.1402885,0.13937536
120400,65400,0,0.095928904,0.095635725
120500,65500,0,0.096091854,0.095797183
120600,65600,0,0.14152247,0.14058514
120700,65700,0,0.13787015,0.13700319
120800,65800,0,0.15401925,0.15281282
120900,65900,0,0.078242287,0.078083015
121000,66000,0,0.09637199,0.096074741
121100,66100,0,0.096984498,0.096681559
121200,66200,0,0.14315175,0.14218185
121300,66300,0,0.12797051,0.12727648
121400,66400,0,0.079511093,0.079343959
121500,66500,0,0.13718392,0.13632977
121600,66600,0,0.14053997,0.13962193
121700,66700,0,0.13773203,0.13686766
121800,66800,0,0.16981148,0.16819786
121900,66900,0,0.10622278,0.10582506
122000,67000,0,0.14116403,0.14023378
122100,67100,0,0.14121234,0.14028113
122200,67200,0,0.13999101,0.13908363
122300,67300,0,0.088843642,0.088610624
122400,67400,0,0.094126257,0.09384926
122500,67500,0,0.098245109,0.097930234
122600,67600,0,0.14514635,0.14413558
122700,67700,0,0.10655003,0.10614863
122800,67800,0,0.10041897,0.10008279
122900,67900,0,0.16121494,0.15983263
123000,68000,0,0.15928869,0.15795501
123100,68100,0,0.09965356,0.099324985
123200,68200,0,0.15224727,0.15108175
123300,68300,0,0.10092754,0.10058624
123400,68400,0,0.14953658,0.14843186
123500,68500,0,0.099021335,0.098698957
123600,68600,0,0.098594371,0.098276135
123700,68700,0,0.15336575,0.15217451
123800,68800,0,0.15059996,0.14947164
123900,68900,0,0.15483333,0.15360779
124000,69000,0,0.15434647,0.15313238
124100,69100,0,0.10062267,0.10028444
124200,69200,0,0.14935189,0.14825123
124300,69300,0,0.15321334,0.15202563
124400,69400,0,0.099881517,0.099550687
124500,69500,0,0.16316893,0.16173611
124600,69600,0,0.10152108,0.10117374
124700,69700,0,0.10166222,0.10131343
